"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","decade"
"751","TRABKBS128F42823EC","A Static Lullaby","God Bless You (Goddamn it)",-4.621,80.41,4,7,1,237.42649,0.542307526,2005,2005
"752","TRABKJU128F422A7FE","Scar Symmetry","The Illusionist",-3.536,150.086,4,6,0,271.5424,0.716321271,2006,2005
"753","TRABKMS128F92EAFAA","Oztara","La Route Est Belle",-5.786,191.929,4,3,0,207.51628,NA,2005,2005
"754","TRABKRG128F930641C","Sonia Dersion","Urgence",-8.089,173.936,4,5,0,269.87057,0.247625764,2004,1995
"755","TRABKUJ128F4292445","Christina Aguilera","Pero Me Acuerdo De TÃ_",-7.834,117.984,4,6,1,266.73587,0.622435137,2000,1995
"757","TRABLGI128F42B867A","Eighteen Visions","Our Darkest Days",-4.806,131.079,4,6,1,172.19873,0.660369706,2006,2005
"758","TRABLHU128F1473B67","Baby Huey & The Baby Sitters","California Dreamin' (LP Version)",-10.895,132.973,1,2,0,288.36526,0.476248227,1971,1965
"762","TRABLMN128E0792687","Weezer","Don't Let Go",-3.637,142.68,4,2,1,180.97587,0.784712266,2001,1995
"763","TRABLND12903CA653B","Rodney O & Joe Cooley","U Don't Hear Me Tho' (Street Mix)",-7.041,107.185,4,1,1,217.41669,0.451934553,1993,1985
"764","TRABLOM128F426BE8A","Boots Randolph","Lonely Street",-11.927,101.485,3,0,1,150.20363,0.375984302,1963,1965
"765","TRABLQE128F92E5E75","Jackson United","Undertow",-4.941,90.636,4,11,1,204.93016,0.445454525,2008,2005
"767","TRABLSO128F14A4707","Bobbie Gentry","Courtyard",-13.134,152.434,1,2,1,177.57995,NA,1968,1965
"771","TRABLYQ128F429A9F8","Luar Na Lubre","Terra",-8.654,229.913,3,2,0,251.81995,0.400039657,2001,1995
"773","TRABMDN128F4222B61","Fruko Y Sus Tesos","A La Memoria Del Muerto",-6.206,106.769,4,10,0,261.90322,0.697181542,2004,1995
"774","TRABMDW128F14682DD","The Bucketheads","Sayin' Dope",-14.979,120.876,5,9,1,365.71383,0.375984302,1995,1995
"777","TRABMKI128F422E0BE","The Real Kids","Now You Know",-8.471,147.661,4,11,1,222.11873,0.492299861,1996,1995
"782","TRABMYD128F428BD38","Shriekback","Reason With The Beast",-11.661,100.15,1,2,1,113.60608,0.23979456,2005,2005
"783","TRABMZZ128F4249C60","Hatebreed","As Diehard As They Come (Album Version)",-3.806,85.771,4,0,0,136.95955,0,2006,2005
"784","TRABNBD128F426FA88","John Frizzell","No Unexpected Guests",-23.685,210.898,4,10,0,133.19791,NA,2002,1995
"785","TRABNDD128F933D3C7","Sister Hazel","Walls And Cannonballs (Album)",-6.481,140.259,4,5,1,195.36934,0.603030145,2010,2005
"786","TRABNET128F14560AC","J.J. Cale","Trouble In The City",-18.863,133.398,1,6,0,202.94485,NA,1983,1975
"787","TRABNEV128F92F9F62","Precious Bryant","Dark Angel",-9.131,91.538,4,4,1,193.72363,0.241524482,2005,2005
"788","TRABNEX128F92C9DEA","Kings Of Leon","Knocked Up",-7.714,114.73,4,9,1,466.65098,NA,2007,2005
"790","TRABNIQ128F4261298","Brooke Valentine","Taste Of Dis (Explicit Version)",-6.825,111.936,4,1,1,261.53751,0.215080319,2005,2005
"791","TRABNLE128EF34B85D","Krystof","Prvni vesela",-7.499,93.015,4,2,1,262.55628,0.457447167,2006,2005
"794","TRABNRG128F425E087","Black Flag","Crass Commercialism",-18.91,70.649,5,0,1,1030.19057,0.499445835,1982,1975
"796","TRABONH128F92D58DA","Aaron Watson","Rollercoaster Ride",-8.942,155.896,4,4,1,217.39057,NA,2008,2005
"797","TRABOOL128F426E836","Mary Black","Turning Away",-9.464,163.567,4,5,0,293.92934,0.511424326,1999,1995
"800","TRABOXX128F92F29EB","Owl City","Panda Bear",-7.188,150.066,4,5,0,187.6371,NA,2007,2005
"801","TRABPAG128F92E2D80","Bobby Bland","Drifting From Town To Town",-10.269,105.927,3,2,0,181.49832,0,2006,2005
"802","TRABPAU128F429C1BD","Headliners","Negativ Song",-4.969,88.001,3,4,1,169.56036,0,2006,2005
"807","TRABPHE128F42A1E65","CÃ_mplices","Ojos Gitanos",-5.959,100.051,4,0,1,307.56526,0.565451012,1991,1985
"810","TRABPKX128F14938FE","Kasia Stankiewicz","Zolte Slonie",-7.114,134.051,4,0,1,304.06485,NA,2006,2005
"811","TRABPUI12903CF22CE","Turisas","Sahti Waari",-7.249,160.009,4,0,1,146.59873,0.653815561,2004,1995
"812","TRABPYJ128F92DA476","ChÃ©co Feliciano And Joe King","Nina Nina",-3.865,87.976,7,5,0,273.65832,0.319565987,2006,2005
"825","TRABQVM128F92F7544","Stars Like Fleas","You Are My Memoir",-7.401,103.936,1,5,1,264.51546,0,2007,2005
"827","TRABQZK128F92F54F4","Shakira","Pienso En Ti",-19.976,115.066,1,4,1,148.1922,0.701124286,1995,1995
"830","TRABRGV128E07999DF","Ms. Dynamite","Mr. Prime Minister",-9.903,125.916,3,9,0,286.32771,0.408110884,2005,2005
"832","TRABRMJ128E0780E42","Blink-182","A New Hope",-7.315,200.716,1,7,1,225.12281,0.674164746,1997,1995
"837","TRABSAR128F42324A8","Abysmal Dawn","Compulsory Resurrection",-5.766,125.086,1,7,1,250.3571,0.538200452,2008,2005
"840","TRABSKK128F421A902","Elvin Bishop","Party Til The Cows Come Home",-5.208,150.013,4,7,1,254.56281,0.405115722,2005,2005
"846","TRABSXW128F4233422","Siouxsie","Into A Swan",-6.931,115.033,4,8,1,234.55302,0.590240598,2007,2005
"848","TRABTBA128F9312BD8","Alan Silvestri","The Joes Mobilize",-10.586,154.172,4,8,1,504.05832,0.301681757,2009,2005
"850","TRABTNT128F9315009","Byther Smith","So Unhappy",-10.483,94.554,3,0,1,269.7922,0.535575222,2004,1995
"851","TRABTSM128F426AF07","Dusminguet","San Cristobal",-4.314,196.188,4,5,1,199.13098,0.288481643,2001,1995
"852","TRABTTC12903CC34E8","Rudolph Valentino","Kashmiri Love Song",-20.846,101.621,5,7,1,184.73751,NA,1992,1985
"854","TRABTXS128F92E2FDC","Zeromancer","Ammonite",-6.762,90.027,4,2,1,362.31791,0.675696807,2009,2005
"855","TRABTZP128F92D9357","Regina Belle","If I Ruled The World",-10.72,67.745,4,0,1,274.80771,NA,2004,1995
"857","TRABUCZ128F424163A","Green Day","Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05)",-5.66,101.08,4,7,1,340.79302,0.437909889,2005,2005
"861","TRABUHH12903CA9F20","KALIMBA","VolcÃ¡n",-6.282,80.484,4,0,1,352.67873,0.450762242,2009,2005
"864","TRABULK12903CC1559","Wailing Souls","Very Well",-10.275,124.788,4,0,1,214.38649,NA,1979,1975
"865","TRABUML128F4214EBB","Kitaro","Village Attack/ The Arrest",-14.891,143.291,1,8,0,81.50159,0.345802234,1993,1985
"866","TRABUMO12903CBE25F","Alice In Chains","Lesson Learned",-3.91,107.845,4,10,0,256.522,0.824432869,2009,2005
"867","TRABURP128F145D5DC","Bobby Darin","(I Heard That) Lonesome Whistle",-13.876,90.18,3,5,1,163.52608,0,1995,1995
"868","TRABUSZ128F4257BAB","Ini Kamoze","Here Comes The Hotstepper",-9.586,100.342,4,9,0,248.92036,NA,1995,1995
"871","TRABUUH128F4241346","Ill Nino","What You Deserve (Album Version)",-4.44,104.984,4,8,1,180.50567,0,2006,2005
"873","TRABUYT128F93069C8","Baroness","The Sweetest Curse",-7.803,176.066,3,10,0,270.52363,0.742185319,2009,2005
"874","TRABUZC128E078603F","DMX / Eve / Jadakiss","We're Back",-2.542,185.094,4,10,0,265.22077,0.604088178,2003,1995
"877","TRABVAR128F421CFCB","Willie Rosario","Un Tipo Como Yo",-5.799,197.458,4,7,1,281.41669,0.569275651,1999,1995
"878","TRABVIH128F92EDCDA","Jude Taylor & His Burning Flames","The Thrill Is Gone",-11.937,102.731,4,10,0,260.46649,NA,1994,1985
"879","TRABVIU128E0780DA0","Placebo","Slave To The Wage",-6.033,142.116,4,8,1,246.96118,0.850282902,2000,1995
"880","TRABVIZ128F42BA066","Metallica","Hit The Lights",-3.028,167.486,4,1,1,252.3424,0.801014141,1982,1975
"886","TRABVVN12903CB6445","The Radio Dept.","Closing Scene",-5.648,88.02,1,9,0,256.02567,0.682574648,2007,2005
"887","TRABVWG128F9359323","MÃ¶tley CrÃ_e","Get It For Free",-7.199,127.745,4,7,1,254.01424,0.535106025,1999,1995
"888","TRABWFU128F425949F","Shy FX & T Power","Feelings",-3.584,88.973,4,4,0,380.44689,NA,2005,2005
"889","TRABWJA128F1460CFC","Becky Baeling","If You Love Me",-5.963,132.892,4,7,1,247.66649,NA,2003,1995
"890","TRABWPT128F42B06CC","Keb' Mo'","Still There For Me",-10.548,89.966,4,2,1,190.56281,NA,2006,2005
"894","TRABXHC128F4250CCE","Commander Cody And His Lost Planet Airmen","Crying Time",-16.357,104.823,3,4,1,188.70812,NA,1974,1965
"897","TRABXPR128F92F27FE","Cauterize","Shooting Stars",-4.714,97.148,4,1,1,240.43057,0.714329037,2003,1995
"898","TRABXSA128F932BD6F","Laurie Berkner","The Cookie Bakers of the Night",-16.263,144.71,4,5,1,233.45587,0,2001,1995
"901","TRABXVE128F4284AFC","Simon & Garfunkel","Citizen Of The Planet",-13.047,151.5,4,7,1,194.35057,0.419674279,2004,1995
"903","TRABYAR128F931B1A4","Robben Ford","Something For The Pain",-6.311,111.903,4,9,0,298.37016,0.503381236,2002,1995
"905","TRABYEY128F933773A","Anti-Flag","This Is NOT a Crass Song",-10.609,141.334,1,6,1,359.6273,0.549342332,1999,1995
"908","TRABYSX12903CFC9E4","Hysterie","Imagination",-10.976,130.032,4,0,1,389.642,0,2005,2005
"909","TRABYVN128F429E5CF","Aesop Rock","Flashflood",-6.022,167.909,4,4,1,234.52689,0.638297906,2001,1995
"912","TRABZCL128E0789AED","Shelby Lynne","Old Times Sake",-15.546,121.773,4,7,1,290.97751,0.392008771,2005,2005
"914","TRABZOP128F9316E24","Franz Ferdinand","Eleanor Put Your Boots On",-7.329,143.679,1,7,1,195.13424,NA,2005,2005
"915","TRABZPI12903CEB0EC","Hot Chip","Ass Attack (Four Tet Remix)",-6.446,126.14,4,1,1,181.02812,0.33888672,2004,1995
"916","TRABZQU128F92ECDEF","Gal Costa","Canta Brasil",-10.844,137.941,4,9,0,193.35791,NA,1981,1975
"917","TRABZRB128F423EFA9","Kathy Mattea","Sally In the Garden",-16.504,146.894,1,1,0,44.64281,0.323112121,2008,2005
"1205","TRACABS128E0786B0B","BigElf","Falling Bombs",-4.683,64.006,1,0,1,298.13506,0.642091038,2003,1995
"1209","TRACAKD128F92D5D38","Kelly Clarkson","My Life Would Suck Without You",-5.953,135.914,4,9,1,230.63465,NA,2009,2005
"1210","TRACALZ12903CDCFBB","Fudge Tunnel","Bed Crumbs",-7.31,120.703,4,11,1,124.94322,0.480238748,1991,1985
"1213","TRACAMS128F9307856","Eliane Elias","No More Blues (Chega de Saudade)",-24.83,95.111,3,5,1,326.42567,0.215080319,1992,1985
"1214","TRACAOS128F42300B8","Dave Eggar","Wave",-23.15,100.893,4,1,1,225.04444,0,2002,1995
"1215","TRACAPS128F92F014C","Donnie Brooks","What'd I Say",-10.362,113.082,4,0,1,174.34077,NA,2001,1995
"1216","TRACAQW128F428E2B7","2raumwohnung","Ja (Hanno's Poppersmonstermix)",-8.525,125.995,5,7,1,357.85098,0.265861049,2007,2005
"1218","TRACASH128F931C969","Dinosaur Jr.","Whatever's Cool With Me (LP Version)",-6.051,152.461,4,0,1,271.12444,NA,1991,1985
"1221","TRACAXP128F14A2127","The Exies","Creeper Kamikaze",-4.998,113.326,4,10,0,201.87383,0.692329927,2003,1995
"1222","TRACAXR128F92FAB1C","Babylon Disco","Error",-10.196,89.927,4,0,1,208.90077,0.332070982,2007,2005
"1223","TRACAYI128F4235122","Kaija Koo","Seuraavassa elÃ_mÃ_ssÃ_",-8.521,121.981,4,2,1,227.36934,0.542965638,1995,1995
"1224","TRACBBI12903CB8387","Gus Viseur","Fausse monnaie",-13.512,90.177,4,2,0,180.00934,0.212045405,2000,1995
"1228","TRACBLO128E0784286","Spinal Tap","The Majesty Of Rock",-5.492,129.318,4,4,1,235.41506,0.334706549,1992,1985
"1230","TRACBOR128F422CFE4","Buzzcocks","Strange Thing",-7.736,176.153,4,4,1,219.19302,0.550647153,1980,1975
"1231","TRACBQQ128F4263AEB","Stanley Clarke","Journey To Love",-12.714,84.064,3,2,1,282.69669,0.489038209,1975,1975
"1234","TRACBVI12903D0C406","Jesse Malin and The St. Marks Social","Revelations",-4.852,126.105,4,9,1,243.722,0.47212112,2007,2005
"1235","TRACBWP128C7196948","3 Doors Down","It's Not Me",-5.981,86.82,4,4,0,230.42567,0.704963317,2003,1995
"1236","TRACBWQ128F92F2B91","Ma Rainey","Ma Rainey's Black Bottom",-17.714,99.076,1,4,1,188.94322,NA,1927,1965
"1237","TRACBWX128F92FD725","Zombie Girl","I Want It",-5.202,129.984,4,1,1,260.54485,NA,2006,2005
"1240","TRACCJA128F149A144","JoÃ£o Gilberto","Segredo",-29.75,127.782,4,4,1,197.19791,0.631600818,2000,1995
"1241","TRACCKS128F42B77AE","Bone Thugs-N-Harmony","Murder One",-5.724,101.167,1,9,1,255.73832,0.474054831,2000,1995
"1243","TRACCMH128F428E4CD","Los Chichos","No Quieras Marcharte",-10.764,150.955,4,0,1,191.68608,NA,1984,1975
"1250","TRACCVS12903D014F8","Enthroned","Ad Te Clamamus Exsvles Mortva Liberi",-20.359,90.66,3,2,1,89.15546,NA,2010,2005
"1251","TRACCVZ128F4291A8A","Mastodon","Deep Sea Creature",-3.306,173.205,5,5,1,280.21506,0.597640798,2001,1995
"1253","TRACCXJ128F92E984B","Portable","Theresa",-18.152,116.005,4,10,0,362.60526,0,2003,1995
"1256","TRACDJT128F42324C7","Wailing Souls","Old Broom",-9.99,146.445,4,7,1,204.85179,NA,1981,1975
"1263","TRACECN128F9310E97","Radiohead","Subterranean Homesick Alien",-9.148,150.848,3,0,1,267.20608,0.775023551,1997,1995
"1264","TRACEDP128F145F7BB","Dave Hollister","Tell Me Why",-7.232,118.052,4,6,1,305.34485,0.728852131,2006,2005
"1269","TRACFAP128E07862C1","DMX","Damien",-7.974,106.769,4,10,1,222.09261,0.678235925,1998,1995
"1270","TRACFBD128F426CC34","James Horner","The President's Speech",-36.835,76.499,5,2,0,269.7922,NA,1998,1995
"1271","TRACFCQ128F4214EB6","Kitaro","Trong Com",-23.874,35.931,4,10,1,43.51955,0.360370583,1993,1985
"1272","TRACFDC128F147F1C6","Las Ketchup","Doble Bombo",-4.134,167.954,1,0,1,171.80689,0.239936824,2006,2005
"1274","TRACFFX128F421E641","Don Gibson","A Legend In My Time",-14.28,80.738,3,2,1,152.58077,NA,1987,1985
"1278","TRACFOJ128F4253EFA","Nick Cave & The Bad Seeds","Still In Love",-11.766,116.621,1,0,1,283.74159,0.591758451,2003,1995
"1279","TRACFOV128F9340D81","Bury Your Dead","Closed Eyes",-6.664,123.635,4,4,1,290.63791,0.533370878,2009,2005
"1284","TRACFWQ12903CF8148","Les Blaireaux","Le gardien de musÃ©e",-9.911,140.173,4,0,1,297.76934,NA,2007,2005
"1285","TRACFXL128F930B28B","Bersuit Vergarabat","Sencillamente",-7.769,135.982,4,6,0,307.35628,0.514753324,2005,2005
"1286","TRACFYQ128E0784150","G-Unit","Poppin' Them Thangs",-1.622,88.043,4,11,1,242.52036,0.761878078,2003,1995
"1287","TRACFZI128E0795424","Saosin","Bury Your Head",-3.753,85.029,4,6,0,212.29669,0.747754816,2005,2005
"1295","TRACGOI128F92FE771","Steve Riley & The Mamou Playboys","Between Eunice & Opelousas",-3.959,225.669,1,0,1,182.22975,NA,1995,1995
"1296","TRACGXQ128F1457F81","Falco","Monarchy Now",-8.726,94.777,4,11,0,252.96934,NA,1992,1985
"1298","TRACHFO12903CB3009","Warren Barfield","Shadow",-6.748,117.985,4,11,1,207.51628,0,2006,2005
"1299","TRACHHH128E0788A35","Dilated Peoples","Big Business",-8.225,165.546,3,11,1,149.91628,0.558997327,2004,1995
"1301","TRACHKX128F934B07A","Fever Ray","I'm Not Done",-9.074,64.811,4,0,1,280.24118,0.554384121,2009,2005
"1305","TRACHTO12903CBE58B","The Animals_ Sonny Boy Williamson","Bo Diddley",-9.492,81.111,3,10,1,463.49016,0.288481643,1973,1965
"1308","TRACHZE12903CD95D2","Floor","Ignis",-9.105,144.803,4,4,1,144.92689,0.266955186,2009,2005
"1310","TRACIEF128F4270573","Walter Jackson","What Would You Do",-12.839,78.453,3,5,1,156.682,0.353261354,2006,2005
"1313","TRACIJF128F424317B","Tim Exile","Post-Toxic Finger Disorder",-4.379,141.836,4,0,1,80.3522,0.428702263,2006,2005
"1315","TRACILD128F930AF53","Bizzy Bone Presents","Intro",-7.837,81.901,4,4,0,50.9122,0.340922756,2004,1995
"1318","TRACJDX12903CD4917","George Lopez","Church Hangover",-16.724,101.455,1,9,0,270.68036,NA,2006,2005
"1319","TRACJHJ128F1489FAB","Cinder","The Ride (Album)",-5.025,157.909,4,6,1,218.61832,0.212045405,2006,2005
"1320","TRACJJZ12903CCBCDA","Speedball","No Survivors",-9.191,159.702,1,5,0,212.21832,0.255103036,1998,1995
"1321","TRACJKR12903D02C75","Johnny Cash","I Got Stripes (Live)",-7.087,118.041,4,4,1,112.95302,0.326478238,2006,2005
"1323","TRACJPW128F932CA4C","Autumnblaze","Her Golden Robe In Silence Veiled",-9.033,119.428,4,9,0,286.24934,0.407901717,1999,1995
"1326","TRACJWY12903CB7DBF","Kris Kristofferson","Same Old Song",-11.663,74.809,4,2,1,194.37669,0.360370583,1974,1965
"1327","TRACKAK128F1458461","Gary Moore","Rockin' Every Night (Live)",-11.105,100.081,4,7,1,198.79138,0.270775999,2005,2005
"1328","TRACKAP128F425B741","Christina Aguilera","Walk Away",-6.774,152.214,3,4,0,347.84608,0.680334935,2002,1995
"1329","TRACKKI128F930CA83","Maurane / Lara Fabian","Mais La Vie",-13.637,107.087,4,0,0,198.86975,0.225768116,2003,1995
"1330","TRACKML128F428C905","Rita Chiarelli","Doggin' Around",-9.517,90.282,3,5,1,237.7922,0,2004,1995
"1335","TRACKWV128F934B6B0","Goatwhore","Forever Consumed Oblivion",-4.442,110.994,4,10,0,225.64526,0.514753324,2006,2005
"1339","TRACLDF128F423C337","Gabinete Caligari","El Arte De Amar",-12.436,109.051,4,7,1,304.32608,0.266955186,1989,1985
"1340","TRACLHC128F9343C39","SUMO","Pinini Reggae",-5.945,101.742,4,11,1,215.11791,NA,1989,1985
"1343","TRACLMT12903CA1F5C","Tanto Metro & Devonte","Honey I Sugar Pie",-8.41,195.976,5,1,1,207.33342,0.334706549,2003,1995
"1344","TRACLPE128F4287687","Basic Channel","Phylyps Trak II/II",-12.593,127.923,4,11,1,793.62567,0.509157228,1994,1985
"1345","TRACLRS12903CE9386","Tammy Wynette","Stand By Your Man",-13.592,105.202,4,9,1,159.60771,NA,1968,1965
"1349","TRACLXN128F931A74C","Terry Riley","Acension Final Chord Rising",-37.065,128.135,4,2,1,142.41914,NA,2002,1995
"1351","TRACMCG128F92CE225","Trivium","Upon The Shores [Explicit]",-3.973,100.604,4,4,0,321.17506,0.474054831,2008,2005
"1353","TRACMFN128F4298DBE","Reel Big Fish","Why Do All Girls Think They're Fat (Album)",-4.188,159.723,4,2,1,153.67791,NA,2007,2005
"1354","TRACMHD128F931FB14","Ensiferum","Hero In A Dream",-2.599,200.061,4,9,0,218.61832,0.691042546,1999,1995
"1356","TRACMIU128F935381D","Martin Sexton","Ice Cream Man",-8.733,133.391,4,2,1,352.88771,0.304169503,2001,1995
"1359","TRACMJZ128F92FD86B","Chris Standring","Mumbo Jumbo (jazz)",-9.449,97.959,4,9,0,257.59302,0.494489518,2006,2005
"1361","TRACMLI128F424C865","Neviss","Epilog",-31.412,160.409,7,1,1,53.39383,NA,2003,1995
"1362","TRACMMG128F146D705","Red Hot Chili Peppers","Get On Top (Album Version)",-1.479,76.986,3,4,0,198.05995,NA,1999,1995
"1364","TRACMPZ12903CF150B","Charley Patton","Moon Going Down",-15.164,107.877,1,10,1,196.62322,NA,1930,1965
"1365","TRACMSI128E078E15F","The Race","Raising Children",-5.298,118.043,4,11,0,225.17506,NA,2006,2005
"1371","TRACMZA128F423DD3E","Jerry Goldsmith","First Blood",-18.719,77.306,5,1,1,281.28608,NA,1985,1985
"1373","TRACNBG128F425B49E","Winston Reedy","Daughter Of Zion",-8.754,153.738,4,6,0,235.78077,NA,1997,1995
"1376","TRACNJR128F4262E27","John Hammond","Come To Find Out",-8.405,90.666,4,6,0,247.32689,0.253834736,2005,2005
"1378","TRACNPT128F92FBE31","Richard Galliano","French Touch",-16.937,79.53,5,4,0,201.09016,0,1999,1995
"1379","TRACNVF128F428EA87","Pride Tiger","56 Days",-2.397,114.061,7,8,0,229.22404,NA,2007,2005
"1380","TRACNXS128F93395BA","Ten Years After","Victim Of Circumstance",-11.814,128.598,1,5,1,248.78975,0.215080319,1989,1985
"1382","TRACNYM12903CDF543","Helen Love","Bubblegum",-8.871,156.074,4,11,1,145.78893,0.367273416,1997,1995
"1387","TRACOHQ128F424C5EF","Chimaira","The Flame",-4.238,150.11,4,7,1,323.18649,0.629071836,2007,2005
"1388","TRACOIZ128F933E368","Faye Adams","My Greatest Desire",-11.508,110.323,3,3,1,144.1171,0,1961,1965
"1392","TRACOSY128F92F12B7","Deborah Allen","I Will Always Love You",-11.156,67.904,4,6,1,189.57016,0.265861049,2005,2005
"1396","TRACOVO128F1470021","Tina Britt","He Put The Hurt On Me",-7.162,118.835,1,3,1,177.94567,0,2006,2005
"1398","TRACPIC128E0792500","MxPx","Answer In The Question",-3.487,130.716,1,7,1,129.88036,NA,2000,1995
"1399","TRACPKD128F14539CD","Fort Minor (Featuring Mr. Hahn)","Slip Out The Back (Album Version)",-6.475,90.009,4,5,1,236.66893,NA,2005,2005
"1401","TRACPRG12903CB8E83","Enslavement Of Beauty","Ye That Tempteth_ Ye That Bequeth",-4.732,120.052,4,4,0,239.90812,0.536570161,2001,1995
"1403","TRACPVU128F933FDD5","C.J. Chenier","Banana Man",-12.469,89.67,3,5,1,189.33506,NA,1992,1985
"1405","TRACPZH128F9311764","Snow Patrol","Chocolate",-6.473,117.966,1,7,1,181.57669,NA,2003,1995
"1409","TRACQIR128F42BAA06","Trick Trick / Eminem","Welcome 2 Detroit",-4.853,91.101,4,1,0,285.49179,0.708607217,2005,2005
"1410","TRACQIS128F92CBED8","Michael Jackson","HISTORY",-2.617,128.702,4,11,1,249.99138,NA,1995,1995
"1412","TRACQML128F42AE513","Carlos NuÃ±ez","A Costa De Galicia",-8.691,113.156,3,0,1,237.87057,0.327736683,2002,1995
"1413","TRACQUB128F427BA42","Facto Delafe y las flores azules","Enero en la playa (Edit)",-9.65,95.036,4,2,1,158.45832,0.212045405,2005,2005
"1414","TRACRAR128F92F3B74","Dora The Explorer","Travel Song (Reprise)",-6.917,123.965,4,1,1,68.98893,0.334706549,2008,2005
"1415","TRACRBQ128F4263964","J.J. Cale","Midnight In Memphis",-14.293,111.492,1,0,1,263.94077,0.557313136,1997,1995
"1419","TRACRON12903CB59E6","Everyday Sunday","Don't Leave",-7.462,103.009,4,7,1,269.73995,0.323112121,2002,1995
"1420","TRACROV128F92F6D6F","Peggy Zina","O Hiroteros Ehthros Mou",-6.654,96.024,4,3,1,200.38485,NA,2009,2005
"1421","TRACRQV12903CC995F","Souls Of Mischief","Spark",-5.911,96.287,4,4,0,220.96934,0.60211999,2002,1995
"1423","TRACRTS128F9300F7E","Bad Brains","Destroy Babylon",-9.614,86.536,4,9,0,85.26322,0.589637891,1983,1975
"1425","TRACSBL128F42480E8","The Presets","Yippiyo-Ay",-4.002,120.119,4,4,1,271.85587,0.663124801,2008,2005
"1427","TRACSIE128F427F98E","Jennifer Lopez","Talk About Us",-6.518,80.979,4,6,1,275.69587,NA,1999,1995
"1428","TRACSND128F426983F","A.Z.","Sosa (Explicit)",-8.005,180.296,4,4,0,125.41342,NA,1998,1995
"1429","TRACSTF128F4238A87","Francisco CÃ©spedes","SeÃ±ora (bonus track)",-9.84,110.666,4,10,1,204.53832,0.537503904,1998,1995
"1432","TRACTBH128F422F31B","Silverstein","FRIENDS IN FALL RIVER  (LP Version)",-5.993,200.375,5,9,1,181.81179,NA,2006,2005
"1434","TRACTIE128F92E473B","Alice In Chains","Brother",-6.478,92.012,1,1,1,267.36281,0.708746211,1992,1985
"1436","TRACTLX128F42A51F6","Matisyahu","Exaltation",-7.865,181.549,4,5,1,417.67138,0.653306678,2004,1995
